OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
3456620,04092016527,STARBUCKS TARGET #1104,2700 TIMBER DR ,,GARNER,NC,27529,(919) 772-9065,2013/10/08 04:00:00+00,Restaurant,13893,-78.63848256,35.71533143,M,
3456621,04092016533,SONIC DRIVE IN #4809,12508 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 562-2259,2013/10/18 04:00:00+00,Restaurant,13899,-78.53341607,35.98698871,M,
3456622,04092016534,PLATES,301 GLENWOOD AVE ,#100,RALEIGH,NC,27603,(919) 828-0018,2013/10/25 04:00:00+00,Restaurant,13900,-78.64802898,35.78456842,M,
3456623,04092021765,PAPA MURPHY'S NCO33,11721  RETAIL  DR  Ste 105,,WAKE FOREST,NC,27587,(919) 554-9977,2013/10/18 04:00:00+00,Food Stand,13901,-78.54428332,35.96733962,M,
3456624,04092016545,GONZA TACOS Y TEQUILA,1849 S MAIN ST ,STE 100,WAKE FOREST,NC,27587,(919) 205-2500,2013/11/08 05:00:00+00,Restaurant,13925,-78.52626549,35.9510248,M,
3456625,04092016544,WINSTON CLUBHOUSE,17001 SEARSTONE DR ,,CARY,NC,27513,(919) 234-0400,2013/11/01 04:00:00+00,Restaurant,13924,-78.84474841,35.78853893,M,
3456626,04092016546,RUDY'S PUB & GRILL,780 W Williams ST ,,APEX,NC,27502,(919) 303-5061,2013/11/15 05:00:00+00,Restaurant,13926,-78.86276232,35.73802969,M,
3456627,04092016547,Brothers of New York,3450-158 Kildaire Farm  RD ,,CARY,NC,27518,(919) 387-7711,2013/11/19 05:00:00+00,Restaurant,13927,-78.79652285,35.70711427,M,
3456628,04092016554,VINNIE'S STEAK HOUSE & TAVERN,7440 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 847-7319,2013/11/18 05:00:00+00,Restaurant,13929,-78.64526746,35.88157149,M,
3456629,04092016569,HARRIS TEETER #395 DELI,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 04:00:00+00,Restaurant,13940,-78.69147587,35.99120972,M,
3456630,04092016559,KING CHINESE BUFFET,1029 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 567-8989,2013/11/05 05:00:00+00,Restaurant,13945,-78.78267477,35.59365979,M,
3456631,04092016562,THE STATION AT PERSON ST,701 N PERSON ST ,,RALEIGH,NC,27604,(919) 977-1567,2013/11/07 05:00:00+00,Restaurant,13948,-78.63456255,35.78916867,M,
3456632,04092016565,Bojangles #49,9919 Fayetteville  ST ,,RALEIGH,NC,27603,(919) 557-6843,2013/11/12 05:00:00+00,Restaurant,13951,-78.71414453,35.63414404,M,
3456633,04092016574,ZAXBY'S #44901,101 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 762-0432,2013/11/21 05:00:00+00,Restaurant,13957,-78.85029683,35.65904554,M,
3456634,04092016575,BAD DADDY'S BURGER BAR,3300 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 297-0953,2013/11/22 05:00:00+00,Restaurant,13958,-78.81918416,35.80768075,M,
3456635,04092016567,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-2489,2013/11/13 05:00:00+00,Restaurant,13953,-78.63751871,35.836617,M,
3456636,04092016577,DENNY'S #8890,4380 FAYETTEVILLE  RD ,,RALEIGH,NC,27603,(919) 771-0815,2013/11/21 05:00:00+00,Restaurant,13963,-78.65441789,35.72058019,M,
3456637,04092016588,OAK CITY MEATBALL SHOPPE,180 E DAVIE ST ,,RALEIGH,NC,27601,(919) 744-8301,2013/12/20 05:00:00+00,Restaurant,14010,-78.63762465,35.77518083,M,
3456638,04092016590,Caribou #312,3300 DURALEIGH RD ,,RALEIGH,NC,27612,(919) 787-9611,2013/12/17 05:00:00+00,Restaurant,14112,-78.70861911,35.82532908,M,
3456639,04092016597,WINE AUTHORITIES,211 E FRANKLIN ST ,,RALEIGH,NC,27604,(919) 831-9463,2013/12/31 05:00:00+00,Restaurant,14128,-78.6348233,35.790355,M,
3456640,04092021775,SARKU JAPAN,4325-2053 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 881-1130,2014/01/03 05:00:00+00,Food Stand,14130,-78.67900996,35.83931725,M,
3456641,04092021777,PAPA MURPHY'S NC002,161 SE CARY  PKY ,,CARY,NC,27511,(919) 459-8494,2014/01/07 05:00:00+00,Food Stand,14134,-78.78193785,35.75976468,M,
3456642,04092016398,ACME PIZZA CO,204 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(919) 552-8800,2013/04/08 04:00:00+00,Restaurant,14204,-78.83920933,35.63987696,M,
3456643,04092016412,MEDALLION DINING SERVICE,1995 NW CARY  PKY ,,MORRISVILLE,NC,27560,(919) 460-8141,2013/05/03 04:00:00+00,Restaurant,14206,-78.81074351,35.80768967,M,
3456644,04092016475,SONIC #5864,109 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 854-4602,2013/09/09 04:00:00+00,Restaurant,14222,-78.72126053,35.7841545,M,
3456645,04092016492,ORIENT GARDEN RESTAURANT,1233 NW MAYNARD RD ,,CARY,NC,27513-8720,(919) 380-1323,2013/09/06 04:00:00+00,Restaurant,14223,-78.81241251,35.78438851,M,
3456646,04092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,,RALEIGH,NC,27612-3365,(919) 781-7000,2013/10/03 04:00:00+00,Restaurant,14226,-78.67772805,35.84277157,M,
3456647,04092016471,Jaipur Indian Cuisine,1520 BLUE RIDGE RD,,RALEIGH,NC,27607-3906,(919) 832-4100 ext. 7722,2013/08/05 04:00:00+00,Restaurant,14219,-78.70563187,35.80134442,M,
3456648,04092016614,SUBWAY #14347,150 Fayetteville  ST ,STE 110,RALEIGH,NC,27601,(919) 828-0009,2014/02/03 05:00:00+00,Restaurant,14339,-78.63970739,35.7787201,M,
3456649,04092021781,Catering Concepts,2411 E MILLBROOK RD ,#106,RALEIGH,NC,27604,(919) 669-8889,2014/01/31 05:00:00+00,Food Stand,14335,-78.59474248,35.84866623,M,
3456650,04092016615,SALT& LIME CABO GRILL,6006 FALLS OF NEUSE  RD ,,RALEIGH,NC,27609,(919) 872-2230,2014/02/03 05:00:00+00,Restaurant,14340,-78.61874148,35.8662804,M,
3456651,04092016616,TAJ MAHAL INDIAN CUISINE,6611 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 848-2262,2014/02/05 05:00:00+00,Restaurant,14341,-78.62444739,35.87396657,M,
3456652,04092016619,SHEETZ #537,2408 DIXIE FOREST RD ,,RALEIGH,NC,27615,(919) 790-7064,2014/02/14 05:00:00+00,Restaurant,14344,-78.59936856,35.86286924,M,
3456653,04092016620,TAZZA KITCHEN,432 WOODBURN  RD ,STE 140,RALEIGH,NC,27605,(919) 835-9463,2014/02/14 05:00:00+00,Restaurant,14345,-78.65854788,35.78994091,M,
3456654,04092016621,CAFE SOO,2815  BRENTWOOD RD ,,RALEIGH,NC,27604,(919) 876-1969,2014/02/14 05:00:00+00,Restaurant,14346,-78.5961504,35.81728333,M,
3456655,04092300264,ALKAREEM GROCERY,10285  CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 336-3174,2014/02/07 05:00:00+00,Meat Market,14350,-78.82787824,35.83012817,M,
3456656,04092016627,WHISPERING PINES DINING,7501 LEADMINE  RD ,,RALEIGH,NC,27615,(919) 870-0222,2014/02/25 05:00:00+00,Restaurant,14450,-78.66223072,35.88240865,M,
3456657,04092016625,CILANTRO INDIAN CAFE',107 EDINBURGH SOUTH DR ,STE 107,CARY,NC,27511,(919) 234-1264,2014/02/21 05:00:00+00,Restaurant,14448,-78.79806693,35.73669743,M,
3456658,04092300265,NCSU PROCESSED MEAT LAB,400 DAN ALLEN DR ,"Rm 129, Schaub Hall",RALEIGH,NC,27695,(919) 515-2958,2014/02/20 05:00:00+00,Meat Market,14463,-78.67872347,35.78447993,M,
3456659,04092016632,Driftwood Cantina,8460 HONEYCUTT RD ,STE 112,RALEIGH,NC,27615,(919) 977-8360,2014/02/24 05:00:00+00,Restaurant,14486,-78.62166264,35.89510631,M,
3456660,04092016641,DeM0'S PIZZERIA & DELI,222-121 GLENWOOD AVE ,,RALEIGH,NC,27613,(919) 754-1050,2014/03/13 04:00:00+00,Restaurant,14485,-78.64697296,35.78363334,M,
3456661,04092016635,RED PEPPER ASIAN,4121 NEW BERN AVE ,STE 109,RALEIGH,NC,27610,(919) 594-1006,2014/02/25 05:00:00+00,Restaurant,14489,-78.56526425,35.80114582,M,
3456662,04092016637,HIBERNIAN PUB,311 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 833-2258,2014/02/28 05:00:00+00,Restaurant,14491,-78.64755788,35.78474042,M,
3456663,04092016640,JASMIN BISTRO,1109 LEDSOME LN ,,CARY,NC,27511,(919) 469-1112,2014/02/28 05:00:00+00,Restaurant,14494,-78.74766477,35.76296884,M,
3456664,04092016638,TARGET CAFE #2784,7129 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 674-2214,2014/03/05 05:00:00+00,Restaurant,14492,-78.88560632,35.84441825,M,
3456665,04092016642,SUBWAY #35970,4500 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 773-1993,2014/03/14 04:00:00+00,Restaurant,14495,-78.65858039,35.71894127,M,
3456666,04092016643,Pub 4100,4100 GLENWOOD AVE ,,RALEIGH,NC,27612-4626,(919) 782-8600,2014/02/26 05:00:00+00,Restaurant,14496,-78.67111545,35.83723708,M,
3456667,04092021785,ONE EARTH,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 515-9245,2014/03/11 04:00:00+00,Food Stand,14505,-78.67872347,35.78447993,M,
3456668,04092021786,PORT CITY JAVA TALLEY,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-7057,2014/03/11 04:00:00+00,Food Stand,14506,-78.67872347,35.78447993,M,
3456669,04092016649,GROUCHO'S DELI,10 HORNE ST ,STE 102,RALEIGH,NC,27607,(919) 977-7747,2014/03/19 04:00:00+00,Restaurant,14555,-78.66772047,35.78808792,M,
3456670,04092016645,SHEETZ #536,4660 MILLBROOK GREEN DR ,,RALEIGH,NC,27604,(919) 307-8433,2014/03/06 05:00:00+00,Restaurant,14504,-78.58749799,35.84885683,M,
3456671,04092016650,SHEETZ #540,4000 LUFKIN RD ,,APEX,NC,27539,(919) 303-3443,2014/03/19 04:00:00+00,Restaurant,14556,-78.82092709,35.72194761,M,
3456672,04092016653,SONIC DRIVE IN #5639,1240  N ARENDELL  AVE ,,ZEBULON,NC,27597,(919) 269-3477,2014/03/26 04:00:00+00,Restaurant,14559,-78.32287165,35.83782072,M,
3456673,04092016654,TASTE OF JAMAICA,600 E CHATHAM ST ,#B,CARY,NC,27511,(919) 461-0045,2014/03/26 04:00:00+00,Restaurant,14560,-78.76780094,35.79070743,M,
3456674,04092016658,LA ROMA PIZZA,1322 FIFTH AVE ,,GARNER,NC,27529,(919) 662-1700,2014/04/03 04:00:00+00,Restaurant,14563,-78.62185674,35.70948085,M,
3456675,04092016659,SONO SUSHI BAR,319 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 521-5328,2014/04/03 04:00:00+00,Restaurant,14564,-78.63879789,35.77609151,M,
3456676,04092016646,FILIPINO EXPRESS RESTAURANT,"3601 CAPITAL BLVD, STE 101",,RALEIGH,NC,27604,(919) 876-6911,2014/03/25 04:00:00+00,Restaurant,14574,-78.5859304,35.82957833,M,
3456677,04092016661,COURTNEY'S NY BAGEL & DELI,929 HERITAGE LAKE  RD ,,WAKE FOREST,NC,27587,(919) 453-1043,2014/03/31 04:00:00+00,Restaurant,14575,-78.50377685,35.94688497,M,
3456678,04092016663,Bojangles #5,3301 S Wilmington ST ,,RALEIGH,NC,27603,(919) 772-4512,2014/04/08 04:00:00+00,Restaurant,14579,-78.6498043,35.73506094,M,
3456679,04092016665,CHAR GRILL/SALSARITAS,1600 JOHN BRANTLEY BLVD ,,MORRISVILLE,NC,27560,(919) 840-7170,2014/04/11 04:00:00+00,Restaurant,14596,-78.78941368,35.86968216,M,
3456680,04092016667,ACC AMERICAN CAFE/LA TAPENADE,1600 JOHN BRANTLEY  BLVD ,,MORRISVILLE,NC,27560,(919) 378-8454,2014/04/11 04:00:00+00,Restaurant,14597,-78.78941368,35.86968216,M,
3456681,04092021787,STARBUCKS TERMINAL 1,1600 JOHN BRANTLEY BLVD ,,MORRISVILLE,NC,27560,,2014/04/09 04:00:00+00,Food Stand,14598,-78.78941368,35.86968216,M,
3456682,04092016675,CLYDE COOPER'S BARBECUE,327 S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 832-7614,2014/04/15 04:00:00+00,Restaurant,14619,-78.63784764,35.7765961,M,
3456683,04092016677,MONA PITA MEDITERRANEAN GRILL,5260 CAPITAL BLVD ,SUITE 101,RALEIGH,NC,27616,(919) 431-6500,2014/04/22 04:00:00+00,Restaurant,14621,-78.58018191,35.85814357,M,
3456684,04092030257,LEE'S KITCHEN (WCID #478),4638 CAPITAL  BLVD ,,RALEIGH,NC,27604,(919) 872-7422,2014/04/21 04:00:00+00,Mobile Food Units,14630,-78.57926433,35.84834257,M,
3456685,04092016679,BITTERSWEET,16 E MARTIN ST ,,RALEIGH,NC,27601,(919) 977-3829,2014/04/23 04:00:00+00,Restaurant,14623,-78.63876765,35.7765855,M,
3456686,04092016684,CHINA QUEEN,2233-103 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 832-8882,2014/05/16 04:00:00+00,Restaurant,14675,-78.67605304,35.77835842,M,
3456687,04092016687,PLAZA DEL MARIACHI,411 W Gannon AVE ,,ZEBULON,NC,27597,(919) 269-4464,2014/04/30 04:00:00+00,Restaurant,14704,-78.32295741,35.82026265,M,
3456688,04092016693,HONEY BAKED HAM COMPANY #103,5275 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 787-0655,2014/05/01 04:00:00+00,Restaurant,14689,-78.6431573,35.85331091,M,
3456689,04092016694,STARBUCKS #21218,5100 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 713-2135,2014/05/21 04:00:00+00,Restaurant,14716,-78.58044649,35.8556149,M,
3456690,04092016686,ALPACA PERUVIAN CHARCOAL CHICKEN,9575 CHAPEL HILL  RD ,,MORRISVILLE,NC,27560,(919) 378-9259,2014/04/28 04:00:00+00,Restaurant,14705,-78.81120592,35.8045755,M,
3456691,04092016695,TIJUANA FLATS #193,7165 OKELLY CHAPEL  RD ,,CARY,NC,27519,(919) 629-3200,2014/05/16 04:00:00+00,Restaurant,14717,-78.8882479,35.8441495,M,
3456692,04092016696,Johnny's Pizza,8759 Holly Springs RD ,,APEX,NC,27539,(919) 434-5989,2014/05/30 04:00:00+00,Restaurant,14722,-78.77345985,35.69264269,M,
3456693,04092016549,MAMMA  MIA ITALIAN BISTRO,708 LAURA DUNCAN  RD ,,APEX,NC,27502,(919) 363-2228,2013/11/25 05:00:00+00,Restaurant,14927,-78.84201291,35.73510393,M,
3456694,04092021770,PAPA MURPHY'S NC#004,756 W WILLIAMS ST ,,APEX,NC,27502,(919) 249-4949 ext. 1,2013/12/11 05:00:00+00,Food Stand,14934,-78.86276232,35.73802969,M,
3456695,04092016571,CHINA BEST,632  HOLLY SPRINGS RD ,,HOLLY SPRINGS,NC,27540,(919) 577-0888,2013/11/27 05:00:00+00,Restaurant,14932,-78.824804,35.65380862,M,
3456696,04092016582,APEX WINGS,518 E WILLIAMS ST ,,APEX,NC,27502-2151,(919) 387-0082,2013/12/20 05:00:00+00,Restaurant,14935,-78.84778658,35.72374694,M,
3456697,04092016583,THE CORNER TAVERN & GRILL,1301 NW MAYNARD  RD ,,CARY,NC,27513,(919) 460-0088,2013/12/19 05:00:00+00,Restaurant,14936,-78.81100001,35.78581026,M,
3456698,04092021773,PAPA MURPHY'S NC #001,3639 SW CARY PKY ,,CARY,NC,27513,(919) 462-6364,2013/12/19 05:00:00+00,Food Stand,14937,-78.83800517,35.78179735,M,
3456699,04092016594,SMITHFIELD'S CHICKEN'N Bar-B-Q,7304 KNIGHTDALE  BLVD ,,KNIGHTDALE,NC,27545,(919) 865-1905,2014/01/06 05:00:00+00,Restaurant,14938,-78.48481193,35.79790758,M,
3456700,04092021780,CATERING BY DESIGN,132 KILMAYNE DR ,,CARY,NC,27511-4465,(919) 481-2366,2014/01/16 05:00:00+00,Food Stand,14941,-78.7839781,35.76971952,M,
3456701,04092016600,LUGANO RISTORANTE,1060 DARRINGTON DR ,,CARY,NC,27513,(919) 468-7229,2014/01/21 05:00:00+00,Restaurant,14942,-78.81615508,35.79989693,M,
3456702,04092016674,TAQUERIA LA ESQUINA,10500 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 600-0870,2014/04/25 04:00:00+00,Restaurant,14950,-78.83169117,35.84049491,M,
3456703,04092016657,CITY BARBECUE,1305 KILDAIRE FARM RD ,,RALEIGH,NC,27511,(919) 439-5191,2014/03/28 04:00:00+00,Restaurant,14571,-78.78332836,35.76164477,M,
3456704,04092016622,WINGIN'IT BAR AND GRILLE,1625 N MAIN ST ,STE 109,FUQUAY VARINA,NC,27526,,2014/02/28 05:00:00+00,Restaurant,14943,-78.76145495,35.59674746,M,
3456705,04092016671,Triple Barrel Tavern,2221 N Grassland DR ,,FUQUAY VARINA,NC,27526,(919) 762-0940,2014/04/28 04:00:00+00,Restaurant,14951,-78.81032918,35.6156488,M,
3456706,04092016683,ROLY POLY,4040 ED DR ,,RALEIGH,NC,27612,(919) 785-0441,2014/05/13 04:00:00+00,Restaurant,14955,-78.70319603,35.82517717,M,
3456707,04092016680,SCHLOTZSKY'S,906 US 64 HWY W ,,APEX,NC,27502,(919) 462-9481,2014/04/30 04:00:00+00,Restaurant,14952,-78.82279451,35.74469111,M,
3456708,04092016685,DIM SUM HOUSE,100 JERUSALEM DR ,STE 104,MORRISVILLE,NC,27560,(919) 380-3087,2014/05/19 04:00:00+00,Restaurant,14956,-78.827069,35.85101709,M,
3456709,04092016548,GARIBALDI TRATTORIA PIZZA E PASTA,900 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-8865,2014/06/13 04:00:00+00,Restaurant,14958,-78.78691203,35.59111313,M,
3456710,04092021807,KABOBI,4325  GLENWOOD AVE ,STE 2054,RALEIGH,NC,27612,(919) 783-0506,2014/08/06 04:00:00+00,Food Stand,14962,-78.67900996,35.83931725,M,
3456711,04092016702,China Wok,7440-143 Louisburg RD ,,RALEIGH,NC,27616,(919) 862-9898,2014/05/28 04:00:00+00,Restaurant,15075,-78.53977075,35.87454257,M,
3456712,04092160080,ZEBULON REHABILITATION CENTER FOOD SERVICE,509 W GANNON AVE.,,ZEBULON,NC,27597,(919) 269-9621,2014/06/04 04:00:00+00,Institutional Food Service,15077,-78.32569598,35.8196504,M,
3456713,04092021792,Harris Teeter #236 - Deli,7145 O'Kelly Chapel RD ,,CARY,NC,27519,(919) 465-9432,2014/06/06 04:00:00+00,Food Stand,15161,-78.8882479,35.8441495,M,
3456714,04092021793,HARRIS TEETER #236 - PRODUCE,7145 O'KELLY CHAPEL RD ,,CARY,NC,27519,,2014/06/06 04:00:00+00,Food Stand,15162,-78.8882479,35.8441495,M,
3456715,04092021795,S & E Catering,3401 Carl Sandburg Court,,RALEIGH,NC,27610,(919) 212-8580,2014/06/10 04:00:00+00,Food Stand,15200,-78.57997366,35.78097809,M,
3456716,04092021794,Harris Teeter #236 - Meat/Seafood,7145 O'Kelly Chapel RD ,,CARY,NC,27519,,2014/06/06 04:00:00+00,Food Stand,15163,-78.8882479,35.8441495,M,
3456717,04092110500,Richland Creek Elementary School Cafeteria,840 Wallridge Drive,,WAKE FOREST,NC,27587,(919) 554-6333,2014/06/10 04:00:00+00,Public School Lunchrooms,15203,-78.51629942,36.00604187,M,
3456718,04092016705,El Tapatio,13200 Falls of Neuse Road,Suite 167,RALEIGH,NC,27614,(919) 554-9697,2014/06/19 04:00:00+00,Restaurant,15211,-78.55982173,35.94075522,M,
3456719,04092021797,Circle K #1403,4019 Davis Drive,,MORRISVILLE,NC,27560,(919) 380-8846,2014/06/17 04:00:00+00,Food Stand,15213,-78.85694991,35.83745367,M,
3456720,04092016707,Hako Sushi,2603-155 GLENWOOD  AVE ,STE 155,RALEIGH,NC,27608,(919) 961-2807,2014/06/25 04:00:00+00,Restaurant,15217,-78.66059971,35.81550158,M,
3456721,04092300266,JUBBA HALAL MARKET,6715-108 HILLSBOROUGH ST.,,RALEIGH,NC,27606,(919) 233-1133,2014/06/24 04:00:00+00,Meat Market,15270,-78.74391886,35.78820409,M,
3456722,04092110501,Vernon Malone College & Career Academy Cafeteria,2200 S. Wilmington St.,,RALEIGH,NC,27603,(919) 856-8119 ext. 24768,2014/06/30 04:00:00+00,Public School Lunchrooms,15273,-78.64408215,35.75226793,M,
3456723,04092021801,Jet's Pizza,3004 Wake Forest Road,Suite 110,RALEIGH,NC,27609,(919) 977-7885,2014/07/03 04:00:00+00,Food Stand,15275,-78.6203889,35.82333174,M,
3456724,04092016711,El Lobo Mexican Restaurant,1301 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 557-9540,2014/06/25 04:00:00+00,Restaurant,15277,-78.77604193,35.59548914,M,
3456725,04092016710,Waffle House #2052,2320 Dixie Forest Road,,RALEIGH,NC,27615,(919) 862-1905,2014/07/03 04:00:00+00,Restaurant,15278,-78.60008773,35.86284098,M,
3456726,04092160081,Sunnybrook Rehabilitation Center Foodservice,25 Sunnybrook Rd,,RALEIGH,NC,27610,(919) 231-6150,2014/07/17 04:00:00+00,Institutional Food Service,15281,-78.58398223,35.78588384,M,
3456727,04092016716,Milad Indian Cuisine,3212 Hillsborough St ,,RALEIGH,NC,27607,(984) 232-8530,2014/07/15 04:00:00+00,Restaurant,15283,-78.6800117,35.791202,M,
3456728,04092016715,Spring Hill Suites Kitchen,1128 Ledsome Lane,,CARY,NC,27511,(919) 977-7244,2014/07/11 04:00:00+00,Restaurant,15286,-78.74888986,35.7617631,M,
3456729,04092016713,Red Lobster,4408 Old Wake Forest RD ,,RALEIGH,NC,27609-6233,(919) 872-5608,2014/07/18 04:00:00+00,Restaurant,15293,-78.6105829,35.841135,M,
3456730,04092021805,Lowes Foods #190 Deli,930 HIGH HOUSE RD,,CARY,NC,27513-3574,(919) 467-4441,2014/07/03 04:00:00+00,Food Stand,15295,-78.82691634,35.78842126,M,
3456731,04092021799,HAPPY AND HALE,443 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 307-4148,2014/06/24 04:00:00+00,Food Stand,15436,-78.63936489,35.77440851,M,
3456732,04092016717,Red Lobster #0598,1805 WALNUT ST ,,CARY,NC,27511,(919) 851-6806,2014/07/28 04:00:00+00,Restaurant,15438,-78.74320328,35.76109634,M,
3456733,04092016719,Firehouse Subs #917,1303 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 762-5328,2014/07/21 04:00:00+00,Restaurant,15467,-78.77762736,35.59228296,M,
3456734,04092160083,RALEIGH REHABILITATION CENTER KITCHEN,616 WADE AVE ,,RALEIGH,NC,27605-1237,(919) 828-6251,2014/07/22 04:00:00+00,Institutional Food Service,15473,-78.65108297,35.79677233,M,
3456735,04092016728,Ajisai Japanese Fusion,427 Woodburn Road,,RALEIGH,NC,27605,(919) 831-9907,2014/07/09 04:00:00+00,Restaurant,15484,-78.6602578,35.78996917,M,
3456736,04092016722,Lucky Chicken II,1851 N. Harrison Avenue,,CARY,NC,27513,(919) 678-3153,2014/07/08 04:00:00+00,Restaurant,15470,-78.76774988,35.83015147,M,
3456737,04092016733,CAROLINA BARBECUE,733 US 70 HWY W ,,GARNER,NC,27529,(877) 588-2271,2014/08/22 04:00:00+00,Restaurant,15545,-78.6263419,35.7117051,M,
3456738,04092016730,JIMMY JOHN'S #1863,6268 GLENWOOD AVE ,STE 100,RALEIGH,NC,27612,(919) 239-4114,2014/08/12 04:00:00+00,Restaurant,15506,-78.70371321,35.85713287,M,
3456739,04092016734,GROCERY BOY JR.,1912 W GARNER  RD ,,GARNER,NC,27529,(919) 772-5018,2014/08/22 04:00:00+00,Restaurant,15546,-78.62580682,35.72598726,M,
3456740,04092016736,Clouds Brewing,126 N. West Street,,RALEIGH,NC,27603,(919) 307-8335,2014/08/22 04:00:00+00,Restaurant,15556,-78.64537256,35.78238092,M,
3456741,04092016727,HARRIS TEETER #236 STARBUCKS,7145  O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 465-9432,2014/08/04 04:00:00+00,Restaurant,15483,-78.8882479,35.8441495,M,
3456742,04092040323,Traveling Dogs (WCID #495),2928 US 70  HWY E ,"LKQ Pick your part (Tu &amp; Thur 11-2pm )",CLAYTON ,NC,27520,(919) 345-4055,2014/08/26 04:00:00+00,Pushcarts,15572,-78.5182836,35.67387685,M,
3456743,04092110502,Cardinal Charter Academy,1020 St. Charles Place,,CARY,NC,27513,(919) 653-5000 ext. 1011,2014/08/18 04:00:00+00,Public School Lunchrooms,15558,-78.78075602,35.80125484,M,
3456744,04092016745,McDonald's #27549,8011 Brier Creek Pky,,RALEIGH,NC,27617,(919) 806-1114,2014/08/29 04:00:00+00,Restaurant,15579,-78.78220459,35.9103894,M,
3456745,04092016743,McDonald's #34347,9698 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 845-5502,2014/08/28 04:00:00+00,Restaurant,15573,-78.60132682,35.90639172,M,
3456746,04092016746,WELCOME MART,3252 AUBURN KNIGHTDALE ROAD,,RALEIGH,NC,27610,(919) 771-1530,2014/08/29 04:00:00+00,Restaurant,15580,-78.51969051,35.71972309,M,
3456747,04092016744,McDonald's #5651,8305 Creedmoor  RD ,,RALEIGH,NC,27615,(919) 847-8111,2014/08/29 04:00:00+00,Restaurant,15581,-78.68140762,35.90035381,M,
3456748,04092016751,LELI'S DINER,3325-109 ROGERS ROAD,,WAKE FOREST,NC,27587,(919) 263-1377,2014/09/02 04:00:00+00,Restaurant,15624,-78.51408375,35.95072814,M,
3456749,04092016753,TOTOPOS,1388 KILDAIRE FARM ROAD,,CARY,NC,27511,(919) 678-3449,2014/09/05 04:00:00+00,Restaurant,15626,-78.78379576,35.75917085,M,
3456750,04092016754,SUBWAY #1120,3639 NEW BERN AVE ,,RALEIGH,NC,27610-1232,(919) 250-9393,2014/09/05 04:00:00+00,Restaurant,15643,-78.5792389,35.79885066,M,
3456751,04092016757,LEESVILLE TAP ROOM,13200 STRICKLAND  RD ,STE 104,RALEIGH,NC,27613,(919) 870-1515,2014/09/15 04:00:00+00,Restaurant,15728,-78.72593594,35.90878681,M,
3456752,04092030263,CHARLIE'S KABOBS ON WHEELS (WCID #505),929 HERITAGE LAKE RD ,,WAKE FOREST,NC,27587,(919) 749-1030,2014/09/17 04:00:00+00,Mobile Food Units,15791,-78.50377685,35.94688497,M,
3456753,04092021812,LOWES FOODS #162 DELI,6430 TRYON ROAD,,CARY,NC,27513,(919) 859-9335,2014/09/25 04:00:00+00,Food Stand,15793,-78.76155635,35.7455991,M,
3456754,04092021813,AUX. Kitchen,1519 BROOKSIDE DRIVE,,RALEIGH,NC,27604,(919) 455-3460,2014/09/16 04:00:00+00,Food Stand,15792,-78.6249484,35.79874484,M,
3456755,04092021811,LOWES FOODS #162 PRODUCE,6430 TRYON ROAD,,CARY,NC,27513,(919) 859-9335,2014/09/25 04:00:00+00,Food Stand,15794,-78.76155635,35.7455991,M,
3456756,04092016763,FIRST WATCH #515,6109 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 789-3347,2014/09/25 04:00:00+00,Restaurant,15798,-78.70249095,35.85532699,M,
